word,frequency,lemmas,seven_k,pos,cefr,ranking,tc
tripod,553,"[""tripods""]",,"[""noun""]",,16397,"n.三腳桌,三腳架"
testimonial,553,"[""testimonials""]",,"[""adjective""]",,16398,"n.證明書,推薦書"
scoreboard,553,"[""scoreboards""]",,"[""noun""]",,16399,n.記分板
unconfirmed,553,[],,"[""adjective""]",,16400,"adj.未經認可的,未經證實的"
obscenity,553,"[""obscenities""]",,"[""noun"",""noun (plural)""]",,16401,"n.淫穢,猥褻"
environmentalism,553,[],,"[""adjective"",""noun""]",,16402," InvaIErEnmentstic//adj.環境保ntElIzEm/n.環境盓lIst/n.環境保護護論者的,環境論眨護論,環境論"
ursa,553,[],,"[""noun""]",,16403,"n.[天]大熊星座,[天]小熊星座"
ilex,553,"[""ilexes""]",,"[""noun""]",,16404,n.[植]冬青屬
lintel,553,"[""lintels""]",,"[""noun""]",,16405,"n.[建]楣,過梁"
aggressively,552,[],,"[""adverb""]",,16406,"adv.侵略地,攻勢地"
comp,552,[],,[],,16407, [計] 比較兩個或多個文件
concussion,552,"[""concussions""]",,"[""noun""]",,16408,"n.激動,衝擊,[醫]震蕩"
counteract,552,"[""counteracted"",""counteracting"",""counteracts""]",,"[""verb transitive"",""other"",""noun"",""adjective""]",,16409,"vt.抵消,中和,阻礙"
amputation,552,"[""amputations""]",,"[""noun""]",,16410,n.切斷手術
servitude,552,"[""servitudes""]",,"[""noun""]",,16411,"n.奴隸狀態,懲役,地役權,使用權"
cystic,552,[],,"[""adjective""]",,16412,"adj.胞囊的,[醫]膀胱的,膽囊的"
harpsichordist,552,"[""harpsichordists""]",,"[""noun""]",,16413,
quadrennial,552,[],,"[""adjective""]",,16414,"adj.繼續四年的,每四年一次的"
reshape,551,"[""reshaped"",""reshaping"",""reshapes""]",,"[""verb transitive""]",,16415,"vt.改造,再成形,采用新方針"
roundtable,551,"[""roundtables""]",,"[""noun""]",,16416,
divest,551,"[""divested"",""divesting"",""divests""]",,"[""verb transitive"",""other""]",,16417,v.剝奪
intercede,551,"[""interceded"",""interceding"",""intercedes""]",,"[""verb intransitive"",""verb transitive"",""other"",""noun""]",,16418,v.調解
dux,551,[],,"[""noun""]",,16419,n.成績最優的學生
camus,551,[],,"[""noun""]",,16420,
immunoglobulin,551,"[""immunoglobulins""]",,"[""noun""]",,16421,"n.[生化]免疫血球素,免疫球蛋白"
warlock,550,"[""warlocks""]",,"[""noun"",""adjective""]",,16422,"n.術士,魔術師"
scape,550,"[""scapes""]",,"[""noun"",""other""]",,16423,"n.花莖,柄節 [構] 表示""景,景色""之義"
solidago,550,"[""solidagos""]",,"[""noun""]",,16424,n.[植]一枝黃花(多年生草本植物)
polyester,549,"[""polyesters""]",,"[""noun""]",,16425,n.聚酯
partake,549,"[""partaking"",""partakes"",""partaken"",""partook""]",,"[""verb intransitive"",""verb transitive"",""other"",""past participle"",""noun""]",,16426,"vt.分擔,共享vi.共享,參與,帶有"
bustle,549,"[""bustled"",""bustling"",""bustles""]",,"[""verb intransitive"",""noun"",""other"",""adjective""]",,16427,v.匆匆忙忙
setter,549,"[""setters""]",,"[""noun"",""verb transitive""]",,16428,"n.安裝員,排字工人,鑲嵌工人,塞特種獵狗"
lacquer,549,"[""lacquered"",""lacquering"",""lacquers""]",,"[""noun"",""verb transitive"",""other""]",,16429,"n.漆,漆,漆器vt.用漆塗於...,使表面光澤"
puffin,549,"[""puffins""]",,"[""noun""]",,16430,n.[鳥]角嘴海雀
eyalet,549,[],,"[""noun""]",,16431,
borel,549,[],,"[""noun""]",,16432,
praetorian,549,[],,"[""adjective""]",,16433,"n.[古羅馬]執政官階級的人adj.執政官的,禁衛隊的"
creamery,549,"[""creameries""]",,"[""noun"",""noun (plural)""]",,16434,"n.奶油廠,乳品發售店"
blockhouse,549,"[""blockhouses""]",,"[""noun""]",,16435,"n.碉堡,木舍,圓木小屋"
repudiate,549,"[""repudiated"",""repudiating"",""repudiates""]",,"[""verb transitive"",""other"",""noun""]",,16436,v.批判
forearm,548,"[""forearms""]",,"[""verb transitive"",""noun""]",,16437,"n.前臂vt.准備戰鬥,預先武裝,准備"
lingerie,548,"[""lingeries""]",,"[""noun""]",,16438, 婦女貼身內衣
regimen,548,"[""regimens""]",,"[""noun""]",,16439,"n.攝生法,政權,政體"
kilowatt,548,"[""kilowatts""]",,"[""noun""]",,16440,n.[物]千瓦(功率單位)
twister,548,"[""twisters""]",,"[""noun""]",,16441,"n.纏繞者,纏繞機,歪曲事實的人,不老實的人,難事,難題"
exalt,548,"[""exalted"",""exalting"",""exalts""]",,"[""verb transitive"",""other"",""adjective"",""noun""]",,16442,v.晉升
seahorse,548,"[""seahorses""]",,"[""noun""]",,16443,
lymphatic,548,[],,"[""adjective"",""noun""]",,16444,"adj.含淋巴的,淋巴腺的"
barbed,548,[],,"[""other"",""adjective""]",,16445,"adj.有刺的,具側刺毛的,(話語)尖刻的,尖銳的,諷刺的"
monogram,548,"[""monograms""]",,"[""noun""]",,16446,n.字母組合
laver,548,"[""lavers""]",,"[""noun""]",,16447,"n.水盆,紫菜類"
sequester,548,"[""sequestered"",""sequestering"",""sequesters""]",,"[""verb transitive"",""verb intransitive"",""noun"",""other"",""adjective""]",,16448,"adv.幽靜的,隱蔽的vt.使隱退,使隔絕,扣押,沒收"
mortally,548,[],,"[""adv""]",,16449,"adv.致命地,凡人般地"
finitely,548,[],,"[""adv""]",,16450,
midas,548,"[""midases""]",,"[""noun""]",,16451,"n.[希神]邁達斯(Phrygia國王,愛財,能點物成金),大富翁,善賺大錢者"
subalpine,548,[],,"[""adjective""]",,16452,adj.亞高山帶的
aberrant,548,"[""aberrants""]",,"[""adjective"",""verb intransitive"",""noun""]",,16453,adj.異常的
charisma,547,"[""charismas""]",,"[""noun""]",,16454,"n.超凡魅力,感召力,教皇般的指導力"
spook,547,"[""spooked"",""spooking"",""spooks""]",,"[""noun""]",,16455,"n.鬼,幽靈vt.鬼怪般地出沒於,驚嚇vi.逃竄"
miscarriage,547,"[""miscarriages""]",,"[""noun""]",,16456,"n.失敗,誤送,[醫]流產"
haw,547,"[""hawed"",""haws""]",,"[""noun"",""verb intransitive"",""verb transitive"",""other""]",,16457,"n.山楂,吆喝牲畜左轉,瞬膜,呃vt.使向左轉vi.向左轉,支吾"
inhuman,547,[],,"[""adjective"",""noun""]",,16458,adj.野蠻的
postman,547,"[""postmen""]",,"[""noun"",""noun (plural)""]",,16459,n.郵差
syphilis,547,"[""syphilises""]",,"[""noun""]",,16460,n.[醫]梅毒
swazi,547,"[""swazis""]",,"[""noun"",""adjective""]",,16461,
carioca,547,[],,"[""noun""]",,16462,"n.克力歐卡舞,(巴西的)卡裡奧克舞"
federative,547,[],,"[""adjective""]",,16463,"adj.<美>有外交和國家安全的,聯合的,聯邦的,聯邦性的"
azeri,547,[],,[],,16464,
rood,547,"[""roods""]",,"[""noun""]",,16465,"n.(基督受難)十字架,基督受難像 <英> 路德(長度和面積單位)"
impressionism,547,"[""impressionisms""]",,"[""noun""]",,16466,"n.印像派藝術家,印像流派"
unionism,547,"[""unionisms""]",,"[""noun""]",,16467,"n.聯合的原則,工會主義,聯合主義,聯邦主義"
revisionist,547,"[""revisionists""]",,"[""noun"",""adjective""]",,16468,n.修正主義者adj.修正主義的
tad,546,"[""tads""]",,"[""noun""]",,16469,"n.小孩子(尤指男孩),微量,少量"
stockpile,546,"[""stockpiled"",""stockpiling"",""stockpiles""]",,"[""noun"",""verb"",null]",,16470,"n.積蓄,庫存vt.儲蓄,貯存"
stereotypical,546,[],,[],,16471,
iota,546,"[""iotas""]",,"[""noun""]",,16472,"n.希腊語字母第 9位,極微小"
inductive,546,[],,"[""adjective""]",,16473,"adj.誘導的,感應的"
provident,546,[],,"[""adjective""]",,16474,adj.有遠見的
dogwood,546,"[""dogwoods""]",,"[""noun""]",,16475,n.山茱萸
virulence,546,"[""virulences""]",,"[""noun"",""adjective"",""adv""]",,16476,"n.毒力,毒性,惡意"
sabbat,546,"[""sabbats""]",,"[""noun"",""adjective""]",,16477,
hallelujah,545,"[""hallelujahs""]",,"[""other""]",,16478,
hysteria,545,"[""hysterias""]",,"[""noun""]",,16479,
undocumented,545,[],,"[""adjective""]",,16480,"adj.無正式文件的,無事實證明的"
outcry,545,"[""outcries""]",,"[""noun""]",,16481,n.大聲疾呼
reminiscence,545,"[""reminiscences""]",,"[""noun""]",,16482,"n.回想,記憶力,懷舊"
scrivener,545,"[""scriveners""]",,"[""noun""]",,16483,"n.公證人,代筆人"
confidant,545,"[""confidants""]",,"[""other""]",,16484,"n.心腹朋友,知己"
wavelet,545,"[""wavelets""]",,"[""noun""]",,16485,"n.小浪,微波"
copepod,545,"[""copepods""]",,"[""adjective"",""noun""]",,16486,n.[動]橈腳類的動物adj.橈腳類動物的
randomize,544,"[""randomized"",""randomizing""]",,"[""verb""]",,16487,"v.使隨機化,完全打亂,(使)作任意排列"
infusion,544,"[""infusions""]",,"[""verb transitive""]",,16488,n.灌輸
virtuous,544,[],,"[""adjective""]",,16489,"adj.善良的,有道德的,貞潔的,有效力的"
shag,544,"[""shagged"",""shagging"",""shags""]",,"[""noun"",""adjective"",""verb transitive"",""other""]",,16490,"n.粗煙絲,粗毛,蓬亂一團vt.使蓬松,使雜亂,追趕vi.蓬松"
prerogative,544,"[""prerogatives""]",,"[""noun""]",,16491,n.特權
covalent,544,[],,"[""adjective""]",,16492,"adj.[化]共有原子價的,共價的"
ocular,544,"[""oculars""]",,"[""adjective"",""noun""]",,16493,"adj.眼睛的,視覺的n.目鏡,眼睛"
misadventure,544,"[""misadventures""]",,"[""noun""]",,16494,n.運氣不佳的遭遇
perce,544,[],,"[""verb transitive""]",,16495,
legge,544,[],,"[""verb transitive""]",,16496,
moiety,544,"[""moieties""]",,"[""adjective"",""noun (plural)""]",,16497,"n.二分之一,一部分,半族"
panicle,544,"[""panicles""]",,"[""noun"",""adjective""]",,16498,n.[植]圓錐花序
autocrat,544,"[""autocrats""]",,"[""adjective"",""noun""]",,16499,n.獨裁者
emissary,543,"[""emissaries""]",,"[""noun"",""adjective"",""noun (plural)""]",,16500,n.使者
replenishment,543,"[""replenishments""]",,"[""noun""]",,16501,"n.補給,補充"
duan,543,[],,"[""noun""]",,16502,
tribulation,542,"[""tribulations""]",,"[""noun""]",,16503,"n.苦難,憂患,磨難"
piranha,542,"[""piranhas""]",,"[""noun""]",,16504,n.[魚]水虎魚(產於南美產的一種小魚)
iterative,542,[],,"[""adjective""]",,16505,"adj.重復的,反復的,[數]迭代的n.反復體"
tunic,542,"[""tunics""]",,"[""noun"",""adjective""]",,16506,n.束腰外衣
goblet,542,"[""goblets""]",,"[""noun""]",,16507,"n.高腳玻璃杯,酒杯"
ptolemaic,542,"[""ptolemaics""]",,"[""adjective""]",,16508,"adj.埃及的托勒密五朝的,(古希腊天文學家,地理學家,數學家)托勒密的"
stonehenge,542,"[""stonehenges""]",,"[""noun""]",,16509,
symbolist,542,"[""symbolists""]",,"[""noun""]",,16510,"n.使用像征者,像征主義者,符號論者"
dimer,542,"[""dimers""]",,"[""noun""]",,16511,n.二聚物
transfigure,542,"[""transfigured"",""transfigures"",""transfiguring""]",,"[""verb transitive"",""other""]",,16512,"vt.使變形,美化,理想化"
morally,541,[],,"[""adv""]",,16513,adv.精神上
motherland,541,"[""motherlands""]",,"[""noun""]",,16514,n.祖國
eon,541,"[""eons""]",,"[""noun""]",,16515,"n.永世,無數的年代"
scorecard,541,"[""scorecards""]",,"[""noun""]",,16516,n.記分卡
decompression,541,"[""decompressions""]",,"[""noun""]",,16517,"n.減壓,解壓"
budgetary,541,"[""budgetaries""]",,"[""adjective""]",,16518,adj.預算的
mademoiselle,541,"[""mademoiselles""]",,"[""noun""]",,16519,
starcraft,541,[],,"[""noun""]",,16520,
carabus,541,[],,"[""noun""]",,16521,
crocus,541,"[""croci""]",,"[""noun""]",,16522,"n.番紅花屬,番紅花,磨粉"
bluebell,541,"[""bluebells""]",,"[""noun""]",,16523,n.野風信子
eh,540,"[""ehs""]",,"[""other""]",,16524,"int.(驚奇)啊,嗯;[域]Western Sahara ,西撒哈拉"
patio,540,"[""patios""]",,"[""noun""]",,16525,"n.天井,院子"
idealize,540,"[""idealized"",""idealizing"",""idealizes""]",,"[""verb transitive"",""verb intransitive"",""other""]",,16526,v.理想化
onshore,540,[],,"[""adjective"",""adverb""]",,16527,"adj.向著海岸的,陸上的adv.向著海岸,在陸上"
kino,540,"[""kinos""]",,"[""noun""]",,16528,"n.[植]吉納紫檀(產於北非、印度和錫蘭等地),(歐洲的)電影院(kinematograph的縮寫)"
shrubby,540,[],,"[""superlative""]",,16529,"adj.灌木的,灌木一般的"
custos,540,[],,"[""noun""]",,16530,"n.保管人,看守員"
pitman,540,"[""pitmen""]",,"[""noun"",""noun (plural)""]",,16531,n.礦工(尤指煤礦工人)
flutist,540,"[""flutists""]",,"[""noun""]",,16532,"n.橫笛吹奏者,笛手"
boyar,540,[],,"[""noun""]",,16533,
stabilizer,539,"[""stabilizers""]",,"[""noun""]",,16534,"n.穩定器,安定裝置,水平尾翼"
hula,539,"[""hulas""]",,"[""noun""]",,16535,"n.呼拉圈舞,草裙舞"
definitively,539,[],,"[""adv""]",,16536,"adv.決定性地,最後地"
marauder,539,"[""marauders""]",,"[""verb""]",,16537,n.掠奪者
erotica,539,[],,"[""other""]",,16538,"n.色情書籍,色情(藝術)作品"
memoirist,539,[],,"[""noun""]",,16539,"n.傳記,回憶錄,追思錄"
inspectorate,539,"[""inspectorates""]",,"[""noun""]",,16540,"n.檢查員,視察員,巡視員等之總稱"
insomnia,538,"[""insomnias""]",,"[""noun""]",,16541,"n.失眠,失眠症"
kelp,538,"[""kelps""]",,"[""noun""]",,16542,"n.[植]海藻,海藻灰(可提取碘的)"
usability,538,[],,"[""noun""]",,16543,n.可用性
carcinogen,538,"[""carcinogens""]",,"[""noun""]",,16544,n.致癌物質
modulator,538,[],,"[""noun""]",,16545,n.調節器
sambo,538,[],,"[""noun""]",,16546,
aline,538,[],,"[""verb transitive"",""noun""]",,16547,"v.排成直線,排列"
fleabane,538,"[""fleabanes""]",,"[""noun""]",,16548,"n.紫莞科植物,[植]飛蓬"
birding,538,"[""birdings""]",,"[""noun""]",,16549,
umbel,538,"[""umbels""]",,"[""noun"",""adjective""]",,16550,n.[植]傘狀花序
reconsider,537,"[""reconsidered"",""reconsidering"",""reconsiders""]",,"[""verb transitive"",""noun""]",,16551,"v.重新考慮,重新審議"
wrapper,537,"[""wrappers""]",,"[""noun""]",,16552,"n.包裝材料,包裝紙,書皮"
deformity,537,"[""deformities""]",,"[""adjective"",""noun (plural)""]",,16553,"n.殘缺,畸形,殘廢,畸形的人或物"
calibrate,537,"[""calibrated"",""calibrating""]",,"[""verb intransitive""]",,16554,v.校准
jute,537,"[""jutes""]",,"[""noun"",""noun (plural)""]",,16555,"n.(住在日德蘭半島的古代日耳曼部落的)朱特人,朱特族,[植]黃麻"
gamelan,537,[],,"[""noun""]",,16556,n.加麥蘭(一組印尼的民族管弦樂器)
bacteriologist,537,"[""bacteriologists""]",,"[""noun""]",,16557,n.細菌學家
asker,537,"[""askers""]",,"[""noun""]",,16558,"n.發問者,請求者"
internationalist,537,"[""internationalists""]",,"[""noun""]",,16559,
burgher,537,"[""burghers""]",,"[""noun""]",,16560,"n.公民,市民(現主要指某些歐洲國家中產階級的市民或鎮民)"
chainsaw,536,"[""chainsaws""]",,"[""noun"",null]",,16561,"vt.用鏈鋸割,<喻>肢解"
entitlement,536,"[""entitlements""]",,[],,16562,
exchanger,536,"[""exchangers""]",,"[""noun""]",,16563,
emulsion,536,"[""emulsioned"",""emulsions""]",,"[""noun""]",,16564,"n.乳狀液,[醫]乳劑,[攝]感光乳劑"
tibia,536,"[""tibiae""]",,"[""noun"",""noun (plural)""]",,16565,"n.[解] 脛骨,[昆]脛節,從前的一種笛"
marquise,536,"[""marquises""]",,"[""noun""]",,16566,"n.侯爵夫人,女侯爵"
evangelism,536,"[""evangelisms""]",,"[""noun""]",,16567,"n.福音傳道,福音主義,福音傳道者的工作"
headmistress,536,"[""headmistresses""]",,"[""noun""]",,16568,n.女校長
matriarch,536,"[""matriarchs""]",,"[""noun"",""adjective""]",,16569,"n.女家長,高雅的老婦人"
pape,536,[],,"[""noun""]",,16570,
reticulum,536,"[""reticulums""]",,"[""noun""]",,16571,n.網狀組織
accordionist,536,[],,"[""noun""]",,16572,n.手風琴師
skydiver,536,"[""skydivers""]",,"[""noun""]",,16573,
lave,536,"[""laved"",""laves"",""laving""]",,"[""verb transitive"",""verb intransitive"",""noun"",""other""]",,16574,"vt.為沐浴,洗n.<蘇格蘭> 剩余物"
granny,535,"[""grannies""]",,"[""noun""]",,16575,n.奶奶
smear,535,"[""smeared"",""smearing"",""smears""]",,"[""noun"",""other"",""adjective""]",,16576,"v.塗上,抹掉,塗污,誹謗,抹去n.油跡,污點,塗片,釉,中傷"
czar,535,"[""czars""]",,"[""noun""]",,16577,"n.(俄國)沙皇,<美>大權獨攬的人,獨裁者,專制君主"
informer,535,"[""informers""]",,"[""verb""]",,16578,"n.密告者,控告的人,通知的人"
embezzlement,535,"[""embezzlements""]",,"[""noun""]",,16579,"n.盜用,侵占,挪用"
helical,535,[],,"[""adjective""]",,16580,adj.螺旋狀的
hythe,535,[],,"[""noun""]",,16581,
ach,534,"[""aches""]",,"[""noun""]",,16582,
prerequisite,534,"[""prerequisites""]",,"[""adjective"",""noun""]",,16583,n.先決條件adj.首要必備的
lib,534,[],,"[""verb transitive""]",,16584,"n.(=libration) 解放,釋放  自由黨 (Liberal party)"
egalitarian,534,"[""egalitarians""]",,"[""noun"",""adjective""]",,16585,adj.平等主義的n.平等主義
tiller,534,"[""tillers""]",,"[""verb transitive"",""noun"",""verb intransitive"",""other""]",,16586,"n.耕者,農夫,(船的)舵柄"
ophthalmic,534,"[""ophthalmics""]",,"[""adjective""]",,16587,"adj.眼的,眼科的n.眼藥"
derailment,534,"[""derailments""]",,"[""noun""]",,16588,n.出軌
munch,533,"[""munched"",""munching"",""munches""]",,"[""other""]",,16589,"v.用力咀嚼,大聲咀嚼"
thruster,533,"[""thrusters""]",,"[""noun""]",,16590,"n.向上鑽營的人,推進器"
mutt,533,"[""mutts""]",,"[""noun""]",,16591,"n.蠢人,笨蛋,雜種狗"
totalitarian,533,"[""totalitarians""]",,"[""adjective"",""noun""]",,16592,adj.極權主義的n.極權主義者
cutthroat,533,"[""cutthroats""]",,"[""noun"",""adjective""]",,16593,"n.凶手,謀殺者adj.殘酷的,殺人的"
crewman,533,"[""crewmen""]",,"[""noun""]",,16594,n.機組乘務員
actuate,533,"[""actuating"",""actuated"",""actuates""]",,"[""verb transitive"",""adjective"",""other"",""noun""]",,16595,"vt.開動,促使"
sewerage,533,"[""sewerages""]",,"[""noun""]",,16596,"n.排水設備,污水"
satrap,533,"[""satraps""]",,"[""noun""]",,16597,"n.太守,總督,有最後決定權的人,主管人"
overt,532,[],,"[""adjective""]",,16598,"adj.明顯的,公然的"
anabolic,532,[],,"[""adjective"",""noun""]",,16599,adj.[生化]合成代謝的
obi,532,"[""obis""]",,"[""noun""]",,16600,n.寬腰帶(日本婦女和服用的)
sunbeam,532,"[""sunbeams""]",,"[""noun""]",,16601,"n.陽光光束,快樂的人"
floodlight,532,"[""floodlighting"",""floodlights""]",,"[""noun"",""verb"",null]",,16602,"n.泛光照明,強力照明,泛光燈,照明燈,泛光vt.用泛光燈照亮"
tupelo,532,"[""tupelos""]",,"[""noun""]",,16603,"n.[植]多花紫樹,藍果樹,紫樹木材"
wiggle,531,"[""wiggled"",""wiggling"",""wiggles""]",,"[""verb transitive"",""noun""]",,16604,"v.(使)躊躇,擺動n.躊躇,擺動"
femur,531,"[""femurs""]",,"[""noun""]",,16605,"n.[解]大腿骨,腿節,[動](昆蟲的)腿節,股節"
aries,531,"[""arieses""]",,"[""noun""]",,16606,"n.白羊座,白羊宮"
privatize,531,"[""privatizing"",""privatized""]",,[],,16607,
squatter,531,"[""squatters""]",,"[""noun""]",,16608,n.蹲著的人vi.涉水而過
disjoint,531,"[""disjointed"",""disjointing"",""disjoints""]",,"[""adjective"",""verb transitive"",""verb intransitive"",""other""]",,16609,
mimicry,531,"[""mimicries""]",,"[""noun""]",,16610,n.模仿
penstemon,531,"[""penstemons""]",,"[""noun""]",,16611,n.=pentstemon
whiteside,531,[],,"[""noun""]",,16612,
sortable,531,[],,"[""adjective""]",,16613,adj.可分類的
multiculturalism,531,[],,[],,16614,
lune,531,[],,"[""noun""]",,16615,"n.弓形,半月形"
capra,531,"[""capras""]",,"[""noun""]",,16616,
lowery,531,[],,"[""adjective""]",,16617,"adj.陰暗的,陰霾的"
semicircular,531,[],,"[""adjective""]",,16618,adj.半圓的
ochre,531,"[""ochres""]",,"[""noun""]",,16619,"n.赭石,赭色vt.塗赭色於"
carbonaceous,531,[],,"[""adjective""]",,16620,"adj.[化]碳的,碳質的,含碳的"
cantonal,531,[],,"[""adjective""]",,16621,"adj.州的,市區的"
vaishnava,531,"[""vaishnavas""]",,"[""noun""]",,16622,n.(印度教)毗濕奴派信徒(指印度教大神毗濕奴的崇信者)
sculpin,531,"[""sculpins""]",,"[""noun""]",,16623,"n.一種魚,飯桶"
